id;name;address;zip;city_hotel;cc1;ufi;class;currencycode;minrate;maxrate;preferred;nr_rooms;public_ranking;hotel_url;city_unique;city_preferred;review_score;review_nr;;;;;;;;;;;;;;;;;
1993836;Hotel und Restaurant Die Burg;August-Bebel-Straße 4;9427;Ehrenfriedersdorf;de;-1763821;0;EUR;35;;;8;1;http://www.mishoteles.com/hotel/de/und-restaurant-die-burg.html;ehrenfriedersdorf;Ehrenfriedersdorf;1;1;;;;;;;;;;;;;;;;;
1997142;Net Hotel Pitesti;Punct Centru, Nr.9A;117045;Bascov;ro;-1152145;3;EUR;20;;;15;1;http://www.mishoteles.com/hotel/ro/net-pitesti.html;bascov;Bascov;1;1;;;;;;;;;;;;;;;;;
2042167;Apartamento Val de Ruda Luxe XXVI;Carrer Perimetrau, s/n;25598;Baqueira-Beret;es;-406600;0;EUR;410.6;;;1;1;http://www.mishoteles.com/hotel/es/apartamento-val-de-ruda-luxe-xxvi.html;baqueira-beret;Baqueira-Beret;1;1;;;;;;;;;;;;;;;;;
1987544;Apartament Sweet Home;Nędzy Kubińca 206 A, lokal C3;34-511;Koscielisko;pl;-509912;0;PLN;200;;;1;1;http://www.mishoteles.com/hotel/pl/apartament-sweet-home.html;koscielisko;Kościelisko;1;1;;;;;;;;;;;;;;;;;
1961882;House Stone-Tree;Čatrnja 147/D;47245;Rakovica;hr;314611;4;EUR;52.8;;;6;1;http://www.mishoteles.com/hotel/hr/house-stone-tree.html;rakovica;Rakovica;1;1;;;;;;;;;;;;;;;;;
1975186;Holiday Home Granvej;;8400;Ebeltoft;dk;-2741262;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-granvej.html;ebeltoft;Ebeltoft;1;1;;;;;;;;;;;;;;;;;
2030797;Villa Deningfeld;Deningfeld 464;5741;Neukirchen am Großvenediger;at;-1986006;0;EUR;115;;;1;1;http://www.mishoteles.com/hotel/at/villa-deningfeld-neukirchen-am-grossvenediger.html;neukirchen-am-grossvenediger;Neukirchen am Großvenediger;1;1;;;;;;;;;;;;;;;;;
2042150;Maison De Village;17 Place de l'Église;44450;Barbechat;fr;-1410275;0;EUR;30;;;1;1;http://www.mishoteles.com/hotel/fr/maison-de-village-barbechat.html;barbechat;Barbechat;1;1;;;;;;;;;;;;;;;;;
1968256;Lesnoy Dvor;Podyna Street 270;78593;Palyanytsya;ua;900048133;0;UAH;3500;;;1;1;http://www.mishoteles.com/hotel/ua/lesnoy-dvor.html;bukovel;Bukovel;1;1;;;;;;;;;;;;;;;;;
1928319;Penzion Pod Horkou;Chudčice 221;664 71;Chudčice;cz;-543270;0;EUR;11;;;13;1;http://www.mishoteles.com/hotel/cz/penzion-pod-horkou.html;chudcice;Chudčice;1;1;;;;;;;;;;;;;;;;;
1974202;Holiday Home Stølsvikvegen II;;5567;Skjoldastraumen;no;-278947;0;NOK;;;;1;1;http://www.mishoteles.com/hotel/no/holiday-home-stolsvikvegen-ii.html;skjoldastraumen;Skjoldastraumen;1;1;;;;;;;;;;;;;;;;;
2039862;Apartment Antiša;19 Srida ulica;21320;Baška Voda;hr;-74573;3;EUR;;;;1;1;http://www.mishoteles.com/hotel/hr/apartment-antisa.html;baska-voda;Baška Voda;1;1;;;;;;;;;;;;;;;;;
1943528;Bergerie Sud Landes;Bergerie Lamonite 120 av de l'esperance;40140;Soustons;fr;-1471562;0;EUR;69;;;5;1;http://www.mishoteles.com/hotel/fr/bergerie-sud-landes.html;soustons;Soustons;1;1;;;;;;;;;;;;;;;;;
2019367;Vale Formoso Flat by Amber Star Rent;Rua de Vale Formoso 220 - 1 andar;4200-508;Porto;pt;-2173088;0;EUR;50;;;1;1;http://www.mishoteles.com/hotel/pt/vale-formoso-flat-by-amber-star-rent.html;porto;Porto;1;1;;;;;;;;;;;;;;;;;
2032960;Holiday home Zeeuws Zeehuis;;4371PA;Koudekerke-Dishoek;nl;-2151518;0;EUR;165.6666666667;;;1;1;http://www.mishoteles.com/hotel/nl/holiday-home-zeeuws-zeehuis.html;paauwenburg;Paauwenburg;1;1;;;;;;;;;;;;;;;;;
1968975;Duplex en Nueva Torrequebrada;Calle Quilla,15;29631;Benalmádena;es;-373144;0;EUR;53;;;1;1;http://www.mishoteles.com/hotel/es/duplex-en-nueva-torrequebrada.html;benalmadena;Benalmádena;1;1;;;;;;;;;;;;;;;;;
1969568;Casetta nel Borgo;Via Piazzetella 33;4026;Minturno;it;-121789;0;EUR;40;;;1;1;http://www.mishoteles.com/hotel/it/casetta-nel-borgo.html;minturno;Minturno;1;1;;;;;;;;;;;;;;;;;
1980235;Apartment on Frantsuz'ky Bulvar, 60 b;Frantsuz'ky Bulvar, 60 b apartment 132;65000;Odessa;ua;-1049092;0;UAH;1200;;;1;1;http://www.mishoteles.com/hotel/ua/apartment-on-frantsuz-39-ky-bulvar-60-b.html;odesa;Odessa;1;1;;;;;;;;;;;;;;;;;
2021368;Stay in a House - Apartamento XII;163 Avinguda de la Diputació;43850;Cambrils;es;-375231;0;EUR;80;;;1;1;http://www.mishoteles.com/hotel/es/stay-in-a-house-apartamento-xii.html;cambrils;Cambrils;1;1;;;;;;;;;;;;;;;;;
1956544;Sadova Apartment with Sauna;Łąkowa 60A / 20A;80-769;Gdańsk;pl;-501400;0;PLN;;;;2;1;http://www.mishoteles.com/hotel/pl/sadova-apartment-with-sauna.html;gdansk;Gdańsk;1;1;;;;;;;;;;;;;;;;;
2023978;Hotel La Rosa;Crta. Viella km 14,4 Carrer lluis Companys 1;25125;Alguaire;es;-370179;2;EUR;33.6;;;3;1;http://www.mishoteles.com/hotel/es/la-rosa-alguaire.html;alguaire;Alguaire;1;1;;;;;;;;;;;;;;;;;
1954623;L'Oasi dei Gelsomini;Viale A. Moro 4/6;89040;Ardore Marina;it;-110622;0;EUR;65;;;7;1;http://www.mishoteles.com/hotel/it/l-39-oasi-dei-gelsomini.html;ardore-marina;Ardore Marina;1;1;;;;;;;;;;;;;;;;;
2032604;Apartment on Kosmonavtov 61;61в ulitsa Kosmonavtov, 149;420061;Kazan;ru;-2923066;0;RUB;1400;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-kosmonavtov-61-kazan.html;kazan;Kazan;1;1;;;;;;;;;;;;;;;;;
1930552;Apartment Piso;19 Avinguda de Fenals Apartment 2;17310;Lloret de Mar;es;-389487;0;EUR;45;;;1;1;http://www.mishoteles.com/hotel/es/apartment-piso.html;lloret-de-mar;Lloret de Mar;1;1;;;;;;;;;;;;;;;;;
1980545;B&B Hôtel LE HAVRE (1);12 Avenue du Clos de Labedoyere;76700;Harfleur;fr;-1431455;2;EUR;46;;;72;1;http://www.mishoteles.com/hotel/fr/b-amp-b-le-havre-1.html;harfleur;Harfleur;1;1;;;;;;;;;;;;;;;;;
2012586;Twenty One;21 Brittania Way;EX39 1UP;Westward Ho;gb;-2611429;4;GBP;59;;;1;1;http://www.mishoteles.com/hotel/gb/twenty-one.html;westward-ho;Westward Ho;1;1;;;;;;;;;;;;;;;;;
1995992;Chalupa Pluskoveček;Pluskoveček 160 Karolinka;756 05;Velké Karlovice;cz;-557700;0;EUR;200;;;1;1;http://www.mishoteles.com/hotel/cz/chalupa-pluskovecek.html;velke-karlovice;Velké Karlovice;1;1;;;;;;;;;;;;;;;;;
1931649;Appartamento San Primo;via Cermenati 2;22021;Bellagio;it;-111395;0;EUR;110;;;1;1;http://www.mishoteles.com/hotel/it/appartamento-san-primo.html;bellagio;Bellagio;1;1;;;;;;;;;;;;;;;;;
2036545;Ustronny Ustroń;ul Orzechowa 72/5;43-450;Ustroń;pl;-534131;0;PLN;;;;1;1;http://www.mishoteles.com/hotel/pl/ustronny-ustron.html;ustron;Ustroń;1;1;;;;;;;;;;;;;;;;;
1968387;Premium apartment Primus;Ulitsa Kirova 25;650000;Kemerovo;ru;-2923678;5;RUB;3490;;;2;1;http://www.mishoteles.com/hotel/ru/premium-apartment-primus.html;kemerovo;Kemerovo;1;1;;;;;;;;;;;;;;;;;
2027610;Cozy Sunflowers;54 Via Masenti;9010;Pula;it;-125898;0;EUR;29;;;1;1;http://www.mishoteles.com/hotel/it/cozy-sunflowers.html;pula;Pula;1;1;;;;;;;;;;;;;;;;;
1985198;Crazy Frog Gambrinus III.;József Attila utca 6/A. I./6.2;4200;Hajdúszoboszló;hu;-855046;0;EUR;30;;;1;1;http://www.mishoteles.com/hotel/hu/crazy-frog-gambrinus-iii.html;hajduszoboszlo;Hajdúszoboszló;1;1;;;;;;;;;;;;;;;;;
1973609;Apartamento en la Serena;39 Avenida del Pacífico;11139;Chiclana de la Frontera;es;-377937;0;EUR;72;;;1;1;http://www.mishoteles.com/hotel/es/apartamento-en-la-serena.html;chiclana-de-la-frontera;Chiclana de la Frontera;1;1;;;;;;;;;;;;;;;;;
1949686;Flateli Mercaders 3;Mercaders, 6;17004;Girona;es;-383956;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/es/encantador-con-balcon-ascensor-amp-wifi.html;gerona;Girona;1;1;;;;;;;;;;;;;;;;;
2002902;Apartment Filipec;Stražnička 1a;10430;Samobor;hr;-94935;0;EUR;40;;;1;1;http://www.mishoteles.com/hotel/hr/apartment-filipec-samobor.html;samobor;Samobor;1;1;;;;;;;;;;;;;;;;;
1958171;Sasso Malenco in Valtellina;Via Nicolò Rusca 34;23023;Chiesa in Valmalenco;it;-115411;0;EUR;104;;;1;1;http://www.mishoteles.com/hotel/it/sasso-malenco-in-valtellina.html;chiesa-in-valmalenco;Chiesa in Valmalenco;1;1;;;;;;;;;;;;;;;;;
1976317;Holiday Home Fasanvej VI;;6854;Henne;dk;-2743619;0;DKK;570;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-fasanvej-vi.html;henne-strand;Henne Strand;1;1;;;;;;;;;;;;;;;;;
1947004;Ekirom;Johan Feyersgate 4;4370;Egersund;no;-256252;0;NOK;395;;;2;1;http://www.mishoteles.com/hotel/no/ekirom.html;egersund;Egersund;1;1;;;;;;;;;;;;;;;;;
1989100;Hotel Grand Astoria;Ayvazonvskogo Avenue 9A;298100;Feodosiya;xc;900053066;3;RUB;900;;;76;1;http://www.mishoteles.com/hotel/xc/grand-astoria.html;feodosiya;Feodosiya;1;1;;;;;;;;;;;;;;;;;
1959498;Casa Ayroldi;Largo Pappadà;72017;Ostuni;it;-123591;0;EUR;70;;;1;1;http://www.mishoteles.com/hotel/it/casa-ayroldi.html;ostuni;Ostuni;1;1;;;;;;;;;;;;;;;;;
2011981;Apartament Szkolna;ul. Szkolna 12b/5;34-500;Zakopane;pl;-538221;0;PLN;;;;1;1;http://www.mishoteles.com/hotel/pl/apartament-szkolna.html;zakopane;Zakopane;1;1;;;;;;;;;;;;;;;;;
1974486;Holiday Home Barrevik;;47494;Hälleviksstrand;se;-2486105;0;SEK;;;;1;1;http://www.mishoteles.com/hotel/se/holiday-home-barrevik.html;halleviksstrand;Hälleviksstrand;1;1;;;;;;;;;;;;;;;;;
1972382;Vivienda Turistica La Arracada;General Prim 22;3400;Villena;es;-408680;0;EUR;51;;;4;1;http://www.mishoteles.com/hotel/es/vivienda-turistica-la-arracada.html;villena;Villena;1;1;;;;;;;;;;;;;;;;;
1957102;U jezera Laka;Nová Hůrka 251;342 01;Prášily;cz;-553186;0;EUR;58.5;;;1;1;http://www.mishoteles.com/hotel/cz/u-jezera-laka.html;prasily;Prášily;1;1;;;;;;;;;;;;;;;;;
1992152;B&B Gabu;Strada Dormiello 3;18012;Seborga;it;-129346;0;EUR;40;;;2;1;http://www.mishoteles.com/hotel/it/b-amp-b-gabu.html;seborga;Seborga;1;1;;;;;;;;;;;;;;;;;
1999079;Apartment Pantovcak;Milislava Demerca 2;10000;Zagreb;hr;-101579;4;EUR;65;;;1;1;http://www.mishoteles.com/hotel/hr/apartment-pantovcak.html;zagreb;Zagreb;1;1;;;;;;;;;;;;;;;;;
1951387;Apartment Iva;Revoluční 1841/19;412 01;Litoměřice;cz;-549163;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/cz/apartment-iva.html;litomerice;Litoměřice;1;1;;;;;;;;;;;;;;;;;
2014627;Supreme Apartment;Rumpiškės g. 29;LT-91001;Klaipėda;lt;-2615647;0;EUR;125;;;1;1;http://www.mishoteles.com/hotel/lt/supreme-apartment.html;klaipeda;Klaipėda;1;1;;;;;;;;;;;;;;;;;
1999271;Apartments on Gorgiladze 114;Gorgiladze street 114, ap 238;6000;Batumi;ge;900049585;0;GEL;150;;;1;1;http://www.mishoteles.com/hotel/ge/apartments-on-gorgiladze-114.html;batumi-ge;Batumi;1;1;;;;;;;;;;;;;;;;;
1984968;Apartment on Saksaganskogo 54/56;Saksahanskoho Street 54/56;3035;Kiev;ua;-1044367;0;UAH;825;;;1;1;http://www.mishoteles.com/hotel/ua/apartment-on-saksaganskogo-54-47-56.html;kiev;Kiev;1;1;;;;;;;;;;;;;;;;;
2013315;Starfish 1A Apartment;Triq San Ġwann Battista,47;SPB 3515;St Paul's Bay;mt;-19069;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/mt/starfish-1a-apartment.html;san-pawl-il-bahar;St Paul's Bay;1;1;;;;;;;;;;;;;;;;;
1927754;Appartamento Lucia;Via Empoli 5;54100;Marina di Massa;it;-121112;0;EUR;100;;;1;1;http://www.mishoteles.com/hotel/it/appartamento-lucia-marina-di-massa.html;marina-di-massa;Marina di Massa;1;1;;;;;;;;;;;;;;;;;
1929699;Villa Baronzola;Via della Baronzola 19 / 37 (Pestello);52020;Montevarchi;it;-122539;0;EUR;59;;;4;1;http://www.mishoteles.com/hotel/it/villa-baronzola.html;montevarchi;Montevarchi;1;1;;;;;;;;;;;;;;;;;
1988808;Pansion Marija;Vruljica 1;53291;Novalja;hr;-90224;3;EUR;34;;;13;1;http://www.mishoteles.com/hotel/hr/pansion-marija.html;novalja;Novalja;1;1;;;;;;;;;;;;;;;;;
2030665;TPC White Dove;689 Rua do General Torres;4430-999;Vila Nova de Gaia;pt;-2179627;0;EUR;50;;;1;1;http://www.mishoteles.com/hotel/pt/tpc-white-dove.html;vila-nova-de-gaia;Vila Nova de Gaia;1;1;;;;;;;;;;;;;;;;;
2027310;Nid Douillet Au Suquet;26 Rue Du Suquet;6400;Cannes;fr;-1416533;0;EUR;85;;;1;1;http://www.mishoteles.com/hotel/fr/nid-douillet-au-suquet.html;cannes;Cannes;1;1;;;;;;;;;;;;;;;;;
2035341;Holiday home Romantisch Leende;;5595GB;Leende;nl;-2148468;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/nl/holiday-home-romantisch-leende.html;leende;Leende;1;1;;;;;;;;;;;;;;;;;
1999456;Camping Pod Krokwią;ul. Żeromskiego;34-500;Zakopane;pl;-538221;0;PLN;81.6;;;12;1;http://www.mishoteles.com/hotel/pl/camping-pod-krokwia.html;zakopane;Zakopane;1;1;;;;;;;;;;;;;;;;;
1938951;Denizlideki Evim 2;ÇAMLARALTI MAH. 6063 SOK. NO.5;20160;Denizli;tr;-745666;0;EUR;25;;;10;1;http://www.mishoteles.com/hotel/tr/denizlide-ev-kaganhan.html;denizli-pamukkale;Denizli;1;1;;;;;;;;;;;;;;;;;
1971336;Apartment Nataša;Ulica Babilonija 2, Apartment 8;85310;Budva;me;9065211;0;EUR;90;;;1;1;http://www.mishoteles.com/hotel/me/apartment-natasa-babalonija.html;babalonija;Babalonija;1;1;;;;;;;;;;;;;;;;;
2001552;Casa Al Sofi;Via Lombardia 22;7031;Castelsardo;it;-114665;0;EUR;245;;;1;1;http://www.mishoteles.com/hotel/it/casa-al-sofi.html;castelsardo;Castelsardo;1;1;;;;;;;;;;;;;;;;;
2033234;Villa Danijeli 2;;52444;Tinjan;hr;-98246;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/hr/villa-danijeli-2.html;tinjan;Tinjan;1;1;;;;;;;;;;;;;;;;;
2003682;Lupus Apartment;Szerb utca 15;1056;Budapest;hu;-850553;0;EUR;39;;;1;1;http://www.mishoteles.com/hotel/hu/lupus-apartment.html;budapest;Budapest;1;1;;;;;;;;;;;;;;;;;
1931377;La Casetta Bianca;Via XX Settembre 10;40046;Porretta Terme;it;-125492;0;EUR;35;;;1;1;http://www.mishoteles.com/hotel/it/la-casetta-bianca-porretta-terme.html;porretta-terme;Porretta Terme;1;1;;;;;;;;;;;;;;;;;
1956350;Langeneskilen Inn;15 Langeneskilen Ferielelighet i enebolig;4640;Stausland;no;900056288;0;NOK;900;;;1;1;http://www.mishoteles.com/hotel/no/langeneskilen-inn.html;langenes;Langenes;1;1;;;;;;;;;;;;;;;;;
1949936;Apartments on Bolshevikov;Проспект Большевиков, д. 30к1, кв. 179;193232;Saint Petersburg;ru;-2996338;0;RUB;1800;;;1;1;http://www.mishoteles.com/hotel/ru/apartments-on-bolshevikov.html;saint-petersburg;Saint Petersburg;1;1;;;;;;;;;;;;;;;;;
2020939;Corso Living;Plattestraße 24;6450;Sölden;at;-1991873;0;EUR;94;;;8;1;http://www.mishoteles.com/hotel/at/corso-living.html;solden;Sölden;1;1;;;;;;;;;;;;;;;;;
2046880;Marina Apartment;Triq L- Irmigg;MSD 1013;Msida;mt;-18907;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/mt/marina-apartment-msida.html;msida;Msida;1;1;;;;;;;;;;;;;;;;;
1973835;Holliday Home La Douane;Rue de France 97;5575;Gedinne;be;-1958631;0;EUR;60;;;1;1;http://www.mishoteles.com/hotel/be/holliday-home-la-douane.html;gedinne;Gedinne;1;1;;;;;;;;;;;;;;;;;
1977616;Ancienne Forge;134 Route de Strasbourg;67140;Gertwiller;fr;-1429178;0;EUR;49;;;1;1;http://www.mishoteles.com/hotel/fr/ancienne-forge.html;gertwiller;Gertwiller;1;1;;;;;;;;;;;;;;;;;
1952393;Hostel Koiko Mesto;ул. Молодежная, 25;625008;Тюмень;ru;-3023495;0;RUB;600;;;8;1;http://www.mishoteles.com/hotel/ru/hostel-koiko-mesto.html;tyumen;Tyumen;1;1;;;;;;;;;;;;;;;;;
2042395;Bivas Apartments;Limenas;64004;Limenas;gr;-829197;0;EUR;115;;;3;1;http://www.mishoteles.com/hotel/gr/bivas-apartments.html;thasos;Limenas;1;1;;;;;;;;;;;;;;;;;
1957904;Apartment on Arami 48;Arami 48 apt.51;69;Yerevan;am;-2325645;0;AMD;45000;;;2;1;http://www.mishoteles.com/hotel/am/apartment-on-arami-48.html;yerevan;Yerevan;1;1;;;;;;;;;;;;;;;;;
1990697;Appartement Flaminia C44;Rue du Pas-de-l'Ours 21;3963;Crans-Montana;ch;-2551709;0;CHF;218.95;;;1;1;http://www.mishoteles.com/hotel/ch/flaminia-c44.html;crans;Crans-Montana;1;1;;;;;;;;;;;;;;;;;
1976217;Holiday Home Rødhus VI;;9490;Pandrup;dk;-2749460;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-rodhus-vi.html;rodhus;Rødhus;1;1;;;;;;;;;;;;;;;;;
2042610;Green View Apartment;Calle Orozco, Ribera Beach, Phase 3, Block 1, 2nd floor  #5;30384;Algar;es;-370139;0;EUR;65;;;1;1;http://www.mishoteles.com/hotel/es/green-view-apartment.html;algar-es;Algar;1;1;;;;;;;;;;;;;;;;;
1965213;Apartment on Molodezhnaya 213;Молодёжная213 2этаж кв.27;211440;Navapolatsk;by;-1946684;0;USD;20;;;2;1;http://www.mishoteles.com/hotel/by/apartment-on-molodezhnaya-213.html;navapolatsk;Navapolatsk;1;1;;;;;;;;;;;;;;;;;
1987992;The Penthouse | Sparrow's Loft;147 Portman Road;IP1 2BN;Ipswich;gb;-2599568;0;GBP;125;;;3;1;http://www.mishoteles.com/hotel/gb/the-penthouse-sparrow-lofts.html;ipswich;Ipswich;1;1;;;;;;;;;;;;;;;;;
1974348;Holiday Home Vatlandsvågen;;4235;Hebnes;no;-262298;0;NOK;804.2857142857;;;1;1;http://www.mishoteles.com/hotel/no/holiday-home-vatlandsvagen.html;hebnes;Hebnes;1;1;;;;;;;;;;;;;;;;;
1943133;Vila Druri Frida Livadh;Livadh/Himare;9999;Himare;al;-105288;0;EUR;25;;;32;1;http://www.mishoteles.com/hotel/al/vila-druri-frida-livadh.html;himare;Himare;1;1;;;;;;;;;;;;;;;;;
1966493;Apartments 7 Sutok - Proezd Geologorazvedchikov 26;26 proyezd Geologorazvedchikov;625035;Tyumen;ru;-3023495;0;RUB;1500;;;1;1;http://www.mishoteles.com/hotel/ru/apartments-7-sutok-proezd-geologorazvedchikov-26.html;tyumen;Tyumen;1;1;;;;;;;;;;;;;;;;;
1980453;Bambou Seaview;5e etage 163 Promenade des Anglais;6200;Nice;fr;-1454990;0;EUR;100;;;1;1;http://www.mishoteles.com/hotel/fr/bambou-seaview.html;nice;Nice;1;1;;;;;;;;;;;;;;;;;
1952846;Heidi-Immo Sut Vitget;Via Cuorta 2B;7018;Flims;ch;-2552039;0;CHF;192.75;;;1;1;http://www.mishoteles.com/hotel/ch/heidi-immo-sut-vitget.html;flims;Flims;1;1;;;;;;;;;;;;;;;;;
1945154;HPC Suites;10 Avenue Augustin Isnard;13260;Cassis;fr;-1416912;0;EUR;125;;;3;1;http://www.mishoteles.com/hotel/fr/hpc-suites.html;cassis;Cassis;1;1;;;;;;;;;;;;;;;;;
1939529;No1 Art B&B;Seestrasse 319B;8804;Au;ch;-2551096;0;CHF;160;;;6;1;http://www.mishoteles.com/hotel/ch/no1-art-b-amp-b.html;au;Au;1;1;;;;;;;;;;;;;;;;;
1996843;Le Bocage;18 avenue des Albizzi;13260;Cassis;fr;-1416912;0;EUR;460;;;1;1;http://www.mishoteles.com/hotel/fr/le-bocage-cassis.html;cassis;Cassis;1;1;;;;;;;;;;;;;;;;;
1967468;Mater Close Apartment;9 Mater Close;L9 6EP;Liverpool;gb;-2601422;5;GBP;85;;;1;1;http://www.mishoteles.com/hotel/gb/mater-close-apartment.html;liverpool;Liverpool;1;1;;;;;;;;;;;;;;;;;
2019069;Villa Blue;11 Carrer del Canigó;17310;Lloret de Mar;es;-389487;0;EUR;165;;;1;1;http://www.mishoteles.com/hotel/es/villa-blue-lloret-de-mar.html;lloret-de-mar;Lloret de Mar;1;1;;;;;;;;;;;;;;;;;
2036159;Fancy Delicate Maisonette;Jacob Obrechtstraat;1071 KL;Amsterdam;nl;-2140479;0;EUR;154.8833333333;;;1;1;http://www.mishoteles.com/hotel/nl/fancy-delicate-maisonette.html;amsterdam;Amsterdam;1;1;;;;;;;;;;;;;;;;;
1998406;Downtownapartments;14 Akadémia utca I. emelet 17.;1054;Budapest;hu;-850553;0;EUR;56.25;;;1;1;http://www.mishoteles.com/hotel/hu/downtownapartments.html;budapest;Budapest;1;1;;;;;;;;;;;;;;;;;
1996400;Apartamento Los Flamencos;Calle Jurel nº 11 Edificio Los Flamencos 15;4150;El Cabo de Gata;es;-380346;0;EUR;50;;;1;1;http://www.mishoteles.com/hotel/es/apartamento-los-flamencos.html;el-cabo-de-gata;El Cabo de Gata;1;1;;;;;;;;;;;;;;;;;
1944730;Apartment City Heart;Dugoselska 12, Zagreb;10000;Zagreb;hr;-101579;0;EUR;49;;;1;1;http://www.mishoteles.com/hotel/hr/apartment-city-hearth.html;zagreb;Zagreb;1;1;;;;;;;;;;;;;;;;;
1935154;Villa Cordoba;Calle Cordoba, nº13;3724;Moraira;es;-393001;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/es/villa-cordoba.html;morayra;Moraira;1;1;;;;;;;;;;;;;;;;;
2030575;Nesebar Vigo Apartment;Иван Вазов 9;8230;Nesebar;bg;-836658;0;EUR;30;;;1;1;http://www.mishoteles.com/hotel/bg/nesebar-vigo-apartment.html;nesebur;Nesebar;1;1;;;;;;;;;;;;;;;;;
1939774;Apartaments-Krasnodar;улица Уральская 200 квартира 126;355058;Krasnodar;ru;-2978655;0;RUB;1800;;;1;1;http://www.mishoteles.com/hotel/ru/apartaments-krasnodar.html;pashkovskiy;Pashkovskiy;1;1;;;;;;;;;;;;;;;;;
1963339;Гостевой дом Маргарита;Кабардинская 123;384870;Gagra;xa;900050959;0;RUB;600;;;4;1;http://www.mishoteles.com/hotel/xa/gostievoi-dom-margharita.html;gagra;Gagra;1;1;;;;;;;;;;;;;;;;;
1965992;Apartamento Marina Agua;Avenida del Atlántico 6 apt 716;38620;Golf del Sur;es;-401188;0;EUR;74;;;1;1;http://www.mishoteles.com/hotel/es/apartamento-marina-agua.html;san-miguel-es;San Miguel de Abona;1;1;;;;;;;;;;;;;;;;;
1969286;Apartament Długosza;Jana Długosza 35 / 17;51-162;Wrocław;pl;-537080;0;PLN;;;;1;1;http://www.mishoteles.com/hotel/pl/apartament-dlugosza.html;wroclaw;Wrocław;1;1;;;;;;;;;;;;;;;;;
1960626;Rooms and apartment Ana;6 Zatišje;6310;Jagodje;si;9083837;0;EUR;;;;2;1;http://www.mishoteles.com/hotel/si/rooms-and-apartment-ana.html;jagodje;Jagodje;1;1;;;;;;;;;;;;;;;;;
2024510;Apartment on Margiticha 35;Margiticha 35;89600;Mukacheve;ua;-1047179;0;UAH;500;;;3;1;http://www.mishoteles.com/hotel/ua/apartment-on-margiticha-35.html;mukacheve;Mukacheve;1;1;;;;;;;;;;;;;;;;;
2010735;Apartament Aldi;OSIEDLOWA 9;43-300;Bielsko-Biała;pl;-493705;0;PLN;100;;;1;1;http://www.mishoteles.com/hotel/pl/apartament-aldi.html;bielsko-biala;Bielsko-Biała;1;1;;;;;;;;;;;;;;;;;
1975275;Holiday Home Stenbidervej;;8400;Ebeltoft;dk;-2741262;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-stenbidervej.html;ebeltoft;Ebeltoft;1;1;;;;;;;;;;;;;;;;;
1963542;Appartement Zieglergasse;Zieglergasse 13, Top 4;1070;Wien;at;-1995499;0;EUR;55;;;1;1;http://www.mishoteles.com/hotel/at/appartement-zieglergasse.html;vienna;Wien;1;1;;;;;;;;;;;;;;;;;
1974622;Holiday Home Målaretorpsvägen;;38794;Borgholm;se;-2473614;0;SEK;613.5714285714;;;1;1;http://www.mishoteles.com/hotel/se/holiday-home-malaretorpsvagen.html;borgholm;Borgholm;1;1;;;;;;;;;;;;;;;;;
1999250;Apartment on Leselidze Street 3а;Leselidze Street 3а, ap. 6;6001;Batumi;ge;900049585;0;GEL;30;;;3;1;http://www.mishoteles.com/hotel/ge/apartment-on-leselidze-street-3a.html;batumi-ge;Batumi;1;1;;;;;;;;;;;;;;;;;
1937855;Guest house Anna;Улица Гора Баграта, 16;384900;Sukhum;xa;900050932;0;RUB;900;;;4;1;http://www.mishoteles.com/hotel/xa/guest-house-anna.html;sukhumi;Sukhum;1;1;;;;;;;;;;;;;;;;;
1960697;Sillian House - Sillian House;Sillian 96;9920;Sillian;at;-1991786;0;EUR;92;;;1;1;http://www.mishoteles.com/hotel/at/sillian-house-sillian-house.html;sillian;Sillian;1;1;;;;;;;;;;;;;;;;;
1979615;Atelier 26;26 Rue Proudhon;34090;Montpellier;fr;-1453260;3;EUR;99;;;1;1;http://www.mishoteles.com/hotel/fr/atelier-26.html;montpellier;Montpellier;1;1;;;;;;;;;;;;;;;;;
1959781;Brzica Saplunara;Saplunara 30A;20224;Saplunara;hr;900052948;0;EUR;30;;;6;1;http://www.mishoteles.com/hotel/hr/brzica-saplunara.html;saplunara;Saplunara;1;1;;;;;;;;;;;;;;;;;
1952009;Sunny Apartment;Ķeguma iela, 43;LV-1084;Riga;lv;-3212216;0;EUR;27;;;1;1;http://www.mishoteles.com/hotel/lv/sozy-apartment-with-a-terrace-in-riga.html;riga;Rīga;1;1;;;;;;;;;;;;;;;;;
